"complex","target"
"Arp2/3 protein complex","Tb927.8.4410"
"Arp2/3 protein complex","Tb10.70.2680"
"Arp2/3 protein complex","Tb10.61.0500"
"Modulator","Tb10.70.3930"
"Modulator","Tb927.8.5740"
"Modulator","Tb927.7.2550"
"PA700 complex","Tb927.2.2440"
"PA700 complex","Tb10.70.6360"
"PA700 complex","Tb927.8.5740"
"PA700 complex","Tb10.70.4510"
"PA700 complex","Tb11.18.0013"
"PA700 complex","Tb927.7.2550"
"PA700 complex","Tb927.7.2500"
"PA700 complex","Tb927.6.1090"
"PA700 complex","Tb11.01.6030"
"PA700 complex","Tb11.02.1220"
"PA700 complex","Tb10.6k15.0580"
"PA700 complex","Tb10.70.3930"
"PA700 complex","Tb927.3.5520"
"PA700 complex","Tb11.01.7690"
"PA700 complex","Tb11.01.0960"
"PA700 complex","Tb10.61.0600"
"DNMT3B complex","Tb10.406.0600"
"DNMT3B complex","Tb10.70.7470"
"AP3 adaptor complex","Tb927.5.3610"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","Tb927.5.3740"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","Tb11.02.3990"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","Tb927.5.3740"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","Tb11.02.3990"
"Nup 107-160 subcomplex","Tb11.01.5410"
"Anaphase-promoting complex","Tb10.406.0610"
"Anaphase-promoting complex","Tb927.6.2150"
"Anaphase-promoting complex","Tb927.6.3280"
"Anaphase-promoting complex","TB927.1.3910"
"Anaphase-promoting complex","Tb09.211.2660"
"Ku antigen-NARG1 complex","Tb927.3.5030"
"Ku antigen-NARG1 complex","Tb927.6.1760"
"Anaphase-promoting complex","Tb10.61.0630"
"RNA polymerase II holoenzyme complex","Tb927.8.5980"
"RNA polymerase II holoenzyme complex","Tb927.3.5500"
"RNA polymerase II holoenzyme complex","Tb927.4.3810"
"RNA polymerase II holoenzyme complex","Tb11.02.5180"
"RNA polymerase II holoenzyme complex","Tb11.02.5790"
"RNA polymerase II holoenzyme complex","Tb927.4.3490"
"RNA polymerase II holoenzyme complex","Tb11.01.6090"
"RNA polymerase II holoenzyme complex","Tb927.3.1250"
"RNA polymerase II holoenzyme complex","Tb10.70.1900"
"RNA polymerase II core complex","Tb927.3.5500"
"RNA polymerase II core complex","Tb927.4.3810"
"RNA polymerase II core complex","Tb11.02.5180"
"RNA polymerase II core complex","Tb11.02.5790"
"RNA polymerase II core complex","Tb927.4.3490"
"RNA polymerase II core complex","Tb11.01.6090"
"RNA polymerase II core complex","Tb927.3.1250"
"TFIIH transcription factor complex","Tb927.8.5980"
"TFIIH transcription factor complex","Tb10.70.1900"
"Prefoldin complex","Tb927.7.570"
"Prefoldin complex","Tb927.7.2590"
"Prefoldin complex","Tb11.03.0335"
"Prefoldin complex","Tb11.01.4520"
"SNAPc (small nuclear RNA-activating protein) complex","Tb09.211.1510"
"GPI-GnT activity complex","Tb927.2.1780"
"GPI-GnT activity complex","Tb10.70.0720"
"GPI-GnT activity complex","Tb927.3.4570"
"CCT complex (chaperonin containing TCP1 complex)","Tb11.01.5860"
"CCT complex (chaperonin containing TCP1 complex)","Tb927.8.3150"
"CCT complex (chaperonin containing TCP1 complex)","Tb10.70.7050"
"CCT complex (chaperonin containing TCP1 complex)","Tb11.42.0003"
"CCT complex (chaperonin containing TCP1 complex)","Tb09.211.2570"
"CD147-gamma-secretase complex","Tb927.5.4060"
"CCT-Prefoldin complex","Tb927.7.570"
"CCT-Prefoldin complex","Tb09.211.2570"
"CCT-Prefoldin complex","Tb10.70.7050"
"CCT-Prefoldin complex","Tb927.8.3150"
"CCT-Prefoldin complex","Tb11.01.5860"
"CCT-Prefoldin complex","Tb11.42.0003"
"CCT-Prefoldin complex","Tb927.7.2590"
"CCT-Prefoldin complex","Tb11.03.0335"
"CCT-Prefoldin complex","Tb11.01.4520"
"CCT complex (chaperonin containing TCP1 complex), testis specific","Tb09.211.2570"
"CCT complex (chaperonin containing TCP1 complex), testis specific","Tb10.70.7050"
"CCT complex (chaperonin containing TCP1 complex), testis specific","Tb927.8.3150"
"CCT complex (chaperonin containing TCP1 complex), testis specific","Tb11.01.5860"
"CCT complex (chaperonin containing TCP1 complex), testis specific","Tb11.42.0003"
"Condensin I-PARP-1-XRCC1 complex","Tb10.406.0600"
"Condensin I-PARP-1-XRCC1 complex","Tb09.160.3470"
"Condensin I-PARP-1-XRCC1 complex","Tb10.70.7470"
"Condensin II","Tb10.406.0600"
"Condensin II","Tb10.70.7470"
"COG complex","Tb11.01.2350"
"COG complex","Tb11.01.2990"
"COG complex","Tb927.7.7290"
"COG complex","Tb11.01.8610"
"Cohesin-SA1 complex","Tb927.5.3510"
"Cohesin-SA2 complex","Tb927.5.3510"
"MRN complex (MRE11-RAD50-NBN complex)","Tb11.01.0340"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb927.3.860"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb11.47.0017"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb927.7.6350"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb10.389.1140"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb927.5.450"
"Respiratory chain complex I (holoenzyme), mitochondrial","Tb09.244.2620"
"26S proteasome","Tb927.7.2550"
"26S proteasome","Tb927.7.4790"
"26S proteasome","Tb10.70.0850"
"26S proteasome","Tb10.100.0170"
"26S proteasome","Tb927.3.780"
"26S proteasome","Tb927.7.4420"
"26S proteasome","Tb10.100.0120"
"26S proteasome","Tb927.4.430"
"26S proteasome","Tb927.7.2500"
"26S proteasome","Tb927.6.1090"
"26S proteasome","Tb11.02.5170"
"26S proteasome","Tb10.70.2490"
"26S proteasome","Tb09.211.1250"
"26S proteasome","Tb11.02.1220"
"26S proteasome","Tb10.6k15.0580"
"26S proteasome","Tb10.70.3930"
"26S proteasome","Tb10.61.0600"
"Mitotic checkpoint complex (MCC)","Tb927.3.1750"
