"complex","target"
"BLOC-3 (biogenesis of lysosome-related organelles complex 3)","v1g117612"
"BLOC-3 (biogenesis of lysosome-related organelles complex 3)","v1g240915"
"BLOC-2 (biogenesis of lysosome-related organelles complex 2)","v1g244377"
"BLOC-2 (biogenesis of lysosome-related organelles complex 2)","v1g197075"
"MUS81-CDS1 complex","v1g241781"
"NCOR complex","v1g242831"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","v1g215046"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","bloc1s2"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","v1g239805"
"Arp2/3 protein complex","v1g241492"
"Arp2/3 protein complex","v1g235176"
"Arp2/3 protein complex","v1g182709"
"Arp2/3 protein complex","v1g186733"
"Modulator","v1g215693"
"Modulator","v1g183435"
"Modulator","v1g244951"
"PA700 complex","v1g219029"
"PA700 complex","v1g113443"
"PA700 complex","v1g183435"
"PA700 complex","v1g233482"
"PA700 complex","v1g244951"
"PA700 complex","v1g189255"
"PA700 complex","v1g236753"
"PA700 complex","v1g190193"
"PA700 complex","v1g161920"
"PA700 complex","v1g176351"
"PA700 complex","v1g196829"
"PA700 complex","v1g215693"
"PA700 complex","v1g156512"
"PA700 complex","v1g195005"
"PA700 complex","v1g246485"
"PA700 complex","v1g79078"
"DNMT3B complex","v1g106520"
"RAB5-RABAPTIN5\u2013RABEX5 complex","v1g240942"
"SIN3 complex","v1g226633"
"SMRT complex","v1g242831"
"AP3 adaptor complex","v1g114271"
"MeCP1 complex","v1g125309"
"TRAP complex","v1g246137"
"TRAP complex","v1g243247"
"TRAP complex","MED17"
"TRAP complex","v1g109957"
"AP4 adaptor complex","v1g130881"
"AP4 adaptor complex","v1g114561"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","v1g169697"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","v1g164893"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","v1g92998"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","v1g189228"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","v1g169697"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","v1g164893"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","v1g243738"
"NUMAC complex (nucleosomal methylation activator complex)","v1g178940"
"NUMAC complex (nucleosomal methylation activator complex)","v1g206740"
"NUMAC complex (nucleosomal methylation activator complex)","v1g223075"
"NUMAC complex (nucleosomal methylation activator complex)","v1g177453"
"NUMAC complex (nucleosomal methylation activator complex)","v1g129166"
"Nup 107-160 subcomplex","v1g206172"
"Nup 107-160 subcomplex","v1g243846"
"Nup 107-160 subcomplex","v1g160160"
"Nup 107-160 subcomplex","v1g178238"
"Nup 107-160 subcomplex","v1g235867"
"Nup 107-160 subcomplex","v1g242089"
"Nup 107-160 subcomplex","v1g135849"
"Nup 107-160 subcomplex","v1g30774"
"FA complex (Fanconi anemia complex), cytoplasmic","v1g243285"
"Anaphase-promoting complex","v1g30881"
"Anaphase-promoting complex","v1g181564"
"Anaphase-promoting complex","v1g208175"
"Anaphase-promoting complex","v1g105061"
"Anaphase-promoting complex","v1g246586"
"Anaphase-promoting complex","v1g130907"
"Ku antigen-NARG1 complex","v1g238226"
"Ku antigen-NARG1 complex","v1g245417"
"Anaphase-promoting complex","v1g244338"
"p300-MDM2-p53 protein complex","v1g101547"
"hNURF complex","v1g240784"
"RNA polymerase II holoenzyme complex","v1g166819"
"RNA polymerase II holoenzyme complex","v1g119986"
"RNA polymerase II holoenzyme complex","v1g180316"
"RNA polymerase II holoenzyme complex","v1g190101"
"RNA polymerase II holoenzyme complex","v1g92302"
"RNA polymerase II holoenzyme complex","v1g96883"
"RNA polymerase II holoenzyme complex","v1g115691"
"RNA polymerase II holoenzyme complex","v1g175862"
"RNA polymerase II holoenzyme complex","v1g189883"
"RNA polymerase II holoenzyme complex","v1g238228"
"RNA polymerase II holoenzyme complex","v1g82479"
"RNA polymerase II holoenzyme complex","v1g247948"
"RNA polymerase II holoenzyme complex","v1g237030"
"RNA polymerase II holoenzyme complex","v1g132358"
"RNA polymerase II holoenzyme complex","v1g175530"
"RNA polymerase II holoenzyme complex","v1g244053"
"RNA polymerase II holoenzyme complex","v1g171933"
"RNA polymerase II holoenzyme complex","v1g118178"
"RNA polymerase II holoenzyme complex","v1g245039"
"RNA polymerase II holoenzyme complex","v1g244165"
"RNA polymerase II core complex","v1g166819"
"RNA polymerase II core complex","v1g190101"
"RNA polymerase II core complex","v1g92302"
"RNA polymerase II core complex","v1g189883"
"RNA polymerase II core complex","v1g247948"
