"complex","target"
"MUS81-CDS1 complex","MUS81"
"Arp2/3 protein complex","Os02g0235000"
"Modulator","Os02g0199900"
"Modulator","Os09g0420600"
"PA700 complex","Os09g0420600"
"PA700 complex","OsRPN12"
"PA700 complex","Os02g0199900"
"PA700 complex","Os05g0557200"
"DNMT3B complex","Os01g0904400"
"DNMT3B complex","Os05g0497150"
"SIN3 complex","Os02g0122000"
"AP3 adaptor complex","Os01g0512200"
"NUMAC complex (nucleosomal methylation activator complex)","Os02g0723700"
"NUMAC complex (nucleosomal methylation activator complex)","CARM1"
"Nup 107-160 subcomplex","Os11g0643700"
"Nup 107-160 subcomplex","Os01g0746200"
"Anaphase-promoting complex","Os06g0622500"
"Anaphase-promoting complex","Os03g0236966"
"Anaphase-promoting complex","Os05g0354300"
"Anaphase-promoting complex","Os05g0149900"
"Anaphase-promoting complex","Os12g0626300"
"Anaphase-promoting complex","Os04g0484800"
"Anaphase-promoting complex","Os05g0579800"
"RNA polymerase II holoenzyme complex","Os05g0144800"
"RNA polymerase II holoenzyme complex","Os09g0110400"
"RNA polymerase II holoenzyme complex","Os01g0691600"
"RNA polymerase II holoenzyme complex","Os03g0646800"
"RNA polymerase II holoenzyme complex","Os05g0400700"
"RNA polymerase II holoenzyme complex","Os02g0125800"
"RNA polymerase II holoenzyme complex","Os04g0680000"
"RNA polymerase II core complex","Os09g0110400"
"RNA polymerase II core complex","Os03g0646800"
"RNA polymerase II core complex","Os05g0400700"
"TFIIH transcription factor complex","Os05g0144800"
"TFIIH transcription factor complex","Os01g0691600"
"TFIIH transcription factor complex","CYCH1-1"
"TFIIH transcription factor complex","Os02g0125800"
"TFIIH transcription factor complex","Os04g0680000"
"Prefoldin complex","Os02g0462900"
"Prefoldin complex","LOC_Os03g43020"
"SNAPc (small nuclear RNA-activating protein) complex","Os01g0912600"
"Polycomb repressive complex 1 (PRC1, hPRC-H)","LHP1"
"GPI-GnT activity complex","Os02g0622200"
"GPI-GnT activity complex","Os05g0290300"
"Rnase/Mrp complex","Os05g0472300"
"NDC80 kinetochore complex","Os08g0468400"
"CD147-gamma-secretase complex","Os02g0736500"
"CD147-gamma-secretase complex","Os01g0960000"
"CCT-Prefoldin complex","Os02g0462900"
"CCT-Prefoldin complex","LOC_Os03g43020"
"PBAF complex (Polybromo- and BAF containing complex)","Os02g0723700"
"Condensin I-PARP-1-XRCC1 complex","Os01g0904400"
"Condensin I-PARP-1-XRCC1 complex","xrcc1"
"Condensin I-PARP-1-XRCC1 complex","Os07g0659500"
"Condensin I-PARP-1-XRCC1 complex","Os06g0256000"
"Condensin I-PARP-1-XRCC1 complex","Os05g0497150"
"Condensin II","Os01g0904400"
"Condensin II","LOC_Os12g36170"
"Condensin II","Os07g0517300"
"Condensin II","Os03g0616500"
"Condensin II","Os05g0497150"
