"complex","target"
"RNA polymerase II holoenzyme complex","cce_4442"
"RNA polymerase II holoenzyme complex","rpoB"
"RNA polymerase II core complex","rpoB"
"TFIIH transcription factor complex","cce_4442"
"GPI-GnT activity complex","cce_1921"
"OGT-TRAK1-TRAK2 complex","cce_0764"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhI"
"Respiratory chain complex I (holoenzyme), mitochondrial","acpP"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhK"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhH"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhJ"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhA"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhC"
"Respiratory chain complex I (holoenzyme), mitochondrial","ndhE"
"Respiratory chain complex I (holoenzyme), mitochondrial","hoxE"
"Respiratory chain complex I (holoenzyme), mitochondrial","hoxU"
"Respiratory chain complex I (holoenzyme), mitochondrial","hoxF"
"VEGF transcriptional complex","xthA"
"Ribosome, cytoplasmic","rpsC"
"Ribosome, cytoplasmic","rplF"
"Ribosome, cytoplasmic","rplR"
"Ribosome, cytoplasmic","rpsD"
"Ribosome, cytoplasmic","rpsJ"
"Ribosome, cytoplasmic","rpsM"
"Ribosome, cytoplasmic","rpsQ"
"Ribosome, cytoplasmic","rplW"
"Ribosome, cytoplasmic","rplN"
"Ribosome, cytoplasmic","rpsS"
"Ribosome, cytoplasmic","rplE"
"60S ribosomal subunit, cytoplasmic","rplF"
"60S ribosomal subunit, cytoplasmic","rplR"
"60S ribosomal subunit, cytoplasmic","rplW"
"60S ribosomal subunit, cytoplasmic","rplN"
"60S ribosomal subunit, cytoplasmic","rplE"
"28S ribosomal subunit, mitochondrial","rpsL"
"28S ribosomal subunit, mitochondrial","rpsE"
"28S ribosomal subunit, mitochondrial","rpsK"
"28S ribosomal subunit, mitochondrial","rpsI"
"28S ribosomal subunit, mitochondrial","rpsG"
"28S ribosomal subunit, mitochondrial","rpsB"
"28S ribosomal subunit, mitochondrial","rpsP"
"55S ribosome, mitochondrial","rpsL"
"55S ribosome, mitochondrial","rpmG"
"55S ribosome, mitochondrial","rplC"
"55S ribosome, mitochondrial","rplS"
"55S ribosome, mitochondrial","rplL"
"55S ribosome, mitochondrial","rpsE"
"55S ribosome, mitochondrial","rpsK"
"55S ribosome, mitochondrial","rpsI"
"55S ribosome, mitochondrial","rplB"
"55S ribosome, mitochondrial","rplX"
"55S ribosome, mitochondrial","rplT"
"55S ribosome, mitochondrial","rplM"
"55S ribosome, mitochondrial","rplI"
"55S ribosome, mitochondrial","rplD"
"55S ribosome, mitochondrial","rplA"
"55S ribosome, mitochondrial","rplQ"
"55S ribosome, mitochondrial","rplV"
"55S ribosome, mitochondrial","rplP"
"55S ribosome, mitochondrial","rplO"
"55S ribosome, mitochondrial","rpmA"
"55S ribosome, mitochondrial","rpsG"
"55S ribosome, mitochondrial","rpsB"
"55S ribosome, mitochondrial","rplK"
"55S ribosome, mitochondrial","rpsP"
"39S ribosomal subunit, mitochondrial","rpmG"
"39S ribosomal subunit, mitochondrial","rplC"
"39S ribosomal subunit, mitochondrial","rplS"
"39S ribosomal subunit, mitochondrial","rplL"
"39S ribosomal subunit, mitochondrial","rplB"
"39S ribosomal subunit, mitochondrial","rplX"
"39S ribosomal subunit, mitochondrial","rplT"
"39S ribosomal subunit, mitochondrial","rplM"
"39S ribosomal subunit, mitochondrial","rplI"
"39S ribosomal subunit, mitochondrial","rplD"
"39S ribosomal subunit, mitochondrial","rplA"
"39S ribosomal subunit, mitochondrial","rplQ"
"39S ribosomal subunit, mitochondrial","rplV"
"39S ribosomal subunit, mitochondrial","rplP"
"39S ribosomal subunit, mitochondrial","rplO"
"39S ribosomal subunit, mitochondrial","rpmA"
"39S ribosomal subunit, mitochondrial","rplK"
"40S ribosomal subunit, cytoplasmic","rpsC"
"40S ribosomal subunit, cytoplasmic","rpsD"
"40S ribosomal subunit, cytoplasmic","rpsJ"
"40S ribosomal subunit, cytoplasmic","rpsM"
"40S ribosomal subunit, cytoplasmic","rpsQ"
"40S ribosomal subunit, cytoplasmic","rpsS"
"DNA ligase IV-XRCC4-PNK complex","cce_0042"
"Spliceosome","cce_3091"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","cce_0042"
"Succinyl-CoA synthetase, GDP-forming","sucD"
"Succinyl-CoA synthetase, GDP-forming","sucC"
"Succinyl-CoA synthetase, ADP-forming","sucD"
"Respiratory chain complex I, mitochondrial","ndhA"
"Respiratory chain complex I, mitochondrial","ndhC"
"Respiratory chain complex I, mitochondrial","ndhE"
"Respiratory chain complex I, mitochondrial","hoxE"
"Respiratory chain complex I, mitochondrial","hoxU"
"Respiratory chain complex I, mitochondrial","ndhH"
"Respiratory chain complex I, mitochondrial","ndhJ"
"Respiratory chain complex I, mitochondrial","hoxF"
"Respiratory chain complex I, mitochondrial","ndhK"
"Respiratory chain complex I, mitochondrial","ndhI"
"Respiratory chain complex I, mitochondrial","acpP"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","hoxE"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","hoxU"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ndhH"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ndhJ"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","hoxF"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ndhK"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ndhI"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","acpP"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","hoxE"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","hoxU"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","ndhH"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","ndhJ"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","hoxF"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","ndhK"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","ndhI"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","acpP"
"BP-SMAD complex","cce_4442"
"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","pepN"
"TFIID-beta complex","pepN"
"DA complex","pepN"
"DAB complex","pepN"
"Cytochrome c oxidase, mitochondrial","coxB1"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhA"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhC"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhE"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","hoxE"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","hoxU"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhH"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhJ"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","hoxF"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhK"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ndhI"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","acpP"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","coxB1"
"SMG-1-UPF-ERF1-ERF3 complex (SURF)","cce_0726"
"FCP1-associated protein complex","rpoB"
"Upf complex (UPF1, UPF2, UPF3a)","cce_0726"
"Upf complex (UPF1, UPF2, UPF3b)","cce_0726"
"Postsplicing complex","cce_0726"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","cce_0726"
"DNMT1-EHMT2-PCNA complex","cce_3993"
"DNMT1-EHMT2 complex","cce_3993"
"TFIIH transcription factor core complex","cce_4442"
"Frataxin complex","groL"
"Frataxin complex","sdhA"
"CF IIAm complex (Cleavage factor IIAm complex)","cce_4442"
"snRNP-free U1A (SF-A) complex","cce_3091"
"Integrator-RNAPII complex","rpoB"
"SKI complex","cce_2335"
"C complex spliceosome","cce_3091"
"Menin-associated histone methyltransferase complex","rpoB"
"Large Drosha complex","cce_3091"
"Large Drosha complex","rnc"
"Pyruvate dehydrogenase complex","pdhB"
"RNA polymerase II (RNAPII)","rpoB"
"BRCA1-core RNA polymerase II complex","rpoB"
"HCF-1 complex","cce_0764"
"17S U2 snRNP","groL"
"9-1-1-APE1 complex","xthA"
"RPAP1-RPB2-RPB3 complex","rpoB"
"BRCA1-RNA polymerase II complex","cce_4442"
"BRCA1-RNA polymerase II complex","rpoB"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","ndhK"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","ndhJ"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","ndhA"
"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial","ndhA"
"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial","ndhC"
"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial","ndhH"
"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial","ndhJ"
"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","ndhH"
"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","ndhJ"
"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","ndhA"
"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","ndhH"
"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","ndhJ"
"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","ndhA"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","ndhK"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","ndhH"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","ndhJ"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","ndhA"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","hoxE"
"Respiratory chain complex I (intermediate), mitochondrial","ndhK"
"Respiratory chain complex I (intermediate), mitochondrial","ndhH"
"Respiratory chain complex I (intermediate), mitochondrial","ndhJ"
"Respiratory chain complex I (intermediate), mitochondrial","ndhA"
"Respiratory chain complex I (intermediate), mitochondrial","hoxE"
"Respiratory chain complex I (intermediate II/230kD), mitochondrial","ndhK"
"Respiratory chain complex I (intermediate II/230kD), mitochondrial","hoxE"
"Respiratory chain complex I (beta subunit) mitochondrial","acpP"
"Respiratory chain complex I (gamma subunit) mitochondrial","ndhA"
"Respiratory chain complex I (gamma subunit) mitochondrial","ndhC"
