"complex","target"
"Arp2/3 protein complex","PF3D7_0409900"
"Modulator","PF3D7_1306400"
"Modulator","PF3D7_0317800"
"Modulator","PF3D7_1130400"
"PA700 complex","PF3D7_1402300"
"PA700 complex","PF3D7_1017900"
"PA700 complex","PF3D7_0317800"
"PA700 complex","PF3D7_1338100"
"PA700 complex","PF3D7_1130400"
"PA700 complex","PF3D7_1311500"
"PA700 complex","PF3D7_0413600"
"PA700 complex","PF3D7_0312300"
"PA700 complex","PF3D7_1008400"
"PA700 complex","PF3D7_1248900"
"PA700 complex","PF3D7_1306400"
"PA700 complex","PF3D7_0205900"
"PA700 complex","PF3D7_1129200"
"PA700 complex","PF3D7_1466300"
"PA700 complex","PF3D7_1030500"
"DNMT3B complex","MAL13P1.96"
"DNMT3B complex","PF3D7_0509100"
"SIN3 complex","PF3D7_0711400"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PF3D7_1367000"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","PF3D7_1367000"
"Nup 107-160 subcomplex","PF3D7_1230700"
"Anaphase-promoting complex","PF3D7_0501700"
"Anaphase-promoting complex","PF3D7_1217600"
"RNA polymerase II holoenzyme complex","PF3D7_0934100"
"RNA polymerase II holoenzyme complex","PF3D7_0923000"
"RNA polymerase II holoenzyme complex","PF3D7_1364800"
"RNA polymerase II holoenzyme complex","PF3D7_1037600"
"RNA polymerase II holoenzyme complex","PF3D7_0215700"
"RNA polymerase II holoenzyme complex","PF3D7_0110400"
"RNA polymerase II holoenzyme complex","PF3D7_1213700"
"RNA polymerase II holoenzyme complex","PF3D7_0303300"
"RNA polymerase II holoenzyme complex","PF3D7_1027400"
"RNA polymerase II holoenzyme complex","PF3D7_0708100"
"RNA polymerase II holoenzyme complex","PF3D7_0110800"
"RNA polymerase II holoenzyme complex","PF3D7_1353500"
"RNA polymerase II holoenzyme complex","PF3D7_1244200"
"RNA polymerase II core complex","PF3D7_0923000"
"RNA polymerase II core complex","PF3D7_1364800"
"RNA polymerase II core complex","PF3D7_0215700"
"RNA polymerase II core complex","PF3D7_0110400"
"RNA polymerase II core complex","PF3D7_1213700"
"RNA polymerase II core complex","PF3D7_0303300"
"RNA polymerase II core complex","PF3D7_1027400"
"RNA polymerase II core complex","PF3D7_0708100"
"TFIIH transcription factor complex","PF3D7_0934100"
"TFIIH transcription factor complex","PF3D7_1037600"
"TFIIH transcription factor complex","PF3D7_1353500"
"TFIIH transcription factor complex","PF3D7_1244200"
"Prefoldin complex","PF3D7_0718500"
"Prefoldin complex","PF3D7_1128100"
"Prefoldin complex","PF3D7_1416900"
"GPI-GnT activity complex","PF3D7_1032400"
"Rnase/Mrp complex","PF3D7_0627900"
"Rnase/Mrp complex","PF3D7_0709600"
"CCT complex (chaperonin containing TCP1 complex)","PF3D7_0320300"
"CCT complex (chaperonin containing TCP1 complex)","PF3D7_1229500"
"CCT complex (chaperonin containing TCP1 complex)","PF3D7_1357800"
"CCT complex (chaperonin containing TCP1 complex)","PF3D7_0306800"
"CCT complex (chaperonin containing TCP1 complex)","MAL3P3.6"
"CCT-Prefoldin complex","PF3D7_0718500"
"CCT-Prefoldin complex","MAL3P3.6"
"CCT-Prefoldin complex","PF3D7_1357800"
"CCT-Prefoldin complex","PF3D7_1229500"
"CCT-Prefoldin complex","PF3D7_0320300"
"CCT-Prefoldin complex","PF3D7_0306800"
"CCT-Prefoldin complex","PF3D7_1128100"
"CCT-Prefoldin complex","PF3D7_1416900"
"CCT complex (chaperonin containing TCP1 complex), testis specific","MAL3P3.6"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PF3D7_1357800"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PF3D7_1229500"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PF3D7_0320300"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PF3D7_0306800"
"Condensin I-PARP-1-XRCC1 complex","MAL13P1.96"
"Condensin I-PARP-1-XRCC1 complex","PF3D7_1403100"
"Condensin I-PARP-1-XRCC1 complex","PF3D7_0509100"
"Condensin II","MAL13P1.96"
"Condensin II","PF3D7_1135600"
"Condensin II","PF3D7_1448200"
"Condensin II","PF3D7_0509100"
"COG complex","PF3D7_0615800"
"Cohesin-SA1 complex","PFD0685c"
"Cohesin-SA2 complex","PFD0685c"
"MRN complex (MRE11-RAD50-NBN complex)","PFF0285c"
"Respiratory chain complex I (holoenzyme), mitochondrial","PF3D7_0208500"
"26S proteasome","PF3D7_1130400"
"26S proteasome","PF3D7_0518300"
"26S proteasome","PF3D7_1474800"
"26S proteasome","PF3D7_0608500"
"26S proteasome","PF3D7_0317000"
"26S proteasome","PF3D7_1353800"
"26S proteasome","PF3D7_0727400"
"26S proteasome","PF3D7_0803800"
"26S proteasome","PF3D7_1311500"
"26S proteasome","PF3D7_0413600"
"26S proteasome","PF3D7_0108000"
"26S proteasome","PF3D7_1470900"
"26S proteasome","PF3D7_0807500"
"26S proteasome","PF3D7_1008400"
"26S proteasome","PF3D7_1248900"
"26S proteasome","PF3D7_1306400"
"26S proteasome","PF3D7_1030500"
"20S proteasome","PF3D7_0518300"
"20S proteasome","PF3D7_1474800"
"20S proteasome","PF3D7_0608500"
"20S proteasome","PF3D7_0317000"
"20S proteasome","PF3D7_1353800"
"20S proteasome","PF3D7_0727400"
"20S proteasome","PF3D7_0803800"
"20S proteasome","PF3D7_0108000"
"20S proteasome","PF3D7_1470900"
"20S proteasome","PF3D7_0807500"
"PA28-20S proteasome","PF3D7_0518300"
"PA28-20S proteasome","PF3D7_1474800"
"PA28-20S proteasome","PF3D7_0608500"
"PA28-20S proteasome","PF3D7_0317000"
"PA28-20S proteasome","PF3D7_1353800"
"PA28-20S proteasome","PF3D7_0727400"
"PA28-20S proteasome","PF3D7_0803800"
"PA28-20S proteasome","PF3D7_0108000"
"PA28-20S proteasome","PF3D7_1470900"
"PA28-20S proteasome","PF3D7_0807500"
"PA700-20S-PA28 complex","PF3D7_1402300"
"PA700-20S-PA28 complex","PF3D7_1017900"
"PA700-20S-PA28 complex","PF3D7_0317800"
"PA700-20S-PA28 complex","PF3D7_1338100"
"PA700-20S-PA28 complex","PF3D7_1130400"
"PA700-20S-PA28 complex","PF3D7_0518300"
"PA700-20S-PA28 complex","PF3D7_1474800"
"PA700-20S-PA28 complex","PF3D7_0608500"
"PA700-20S-PA28 complex","PF3D7_0317000"
"PA700-20S-PA28 complex","PF3D7_1353800"
"PA700-20S-PA28 complex","PF3D7_0727400"
"PA700-20S-PA28 complex","PF3D7_0803800"
"PA700-20S-PA28 complex","PF3D7_1311500"
"PA700-20S-PA28 complex","PF3D7_0413600"
