"complex","target"
"RNA polymerase II holoenzyme complex","rpoB"
"RNA polymerase II core complex","rpoB"
"GPI-GnT activity complex","wcaL"
"Respiratory chain complex I (holoenzyme), mitochondrial","acpP"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoB"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoH"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoA"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoK"
"Respiratory chain complex I (holoenzyme), mitochondrial","hyfD"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoG"
"Respiratory chain complex I (holoenzyme), mitochondrial","nuoF"
"Respiratory chain complex I (holoenzyme), mitochondrial","ybjT"
"BRAFT complex","mutL"
"BLM complex III","mutL"
"PCNA-MLH1-PMS1 complex","mutL"
"Ribosome, cytoplasmic","rplF"
"Ribosome, cytoplasmic","rplR"
"Ribosome, cytoplasmic","rpsD"
"Ribosome, cytoplasmic","rpsJ"
"Ribosome, cytoplasmic","rpsM"
"Ribosome, cytoplasmic","rpsQ"
"Ribosome, cytoplasmic","rplN"
"Ribosome, cytoplasmic","rpsS"
"Ribosome, cytoplasmic","rplE"
"Ribosome, cytoplasmic","acnA"
"60S ribosomal subunit, cytoplasmic","rplF"
"60S ribosomal subunit, cytoplasmic","rplR"
"60S ribosomal subunit, cytoplasmic","rplN"
"60S ribosomal subunit, cytoplasmic","rplE"
"60S ribosomal subunit, cytoplasmic","acnA"
"28S ribosomal subunit, mitochondrial","rpsL"
"28S ribosomal subunit, mitochondrial","rpsN"
"28S ribosomal subunit, mitochondrial","rpsE"
"28S ribosomal subunit, mitochondrial","rpsK"
"28S ribosomal subunit, mitochondrial","rpsO"
"28S ribosomal subunit, mitochondrial","rpsF"
"28S ribosomal subunit, mitochondrial","rpsI"
"28S ribosomal subunit, mitochondrial","rpsG"
"28S ribosomal subunit, mitochondrial","rpsB"
"28S ribosomal subunit, mitochondrial","rpsP"
"55S ribosome, mitochondrial","rpsL"
"55S ribosome, mitochondrial","rpsN"
"55S ribosome, mitochondrial","rplC"
"55S ribosome, mitochondrial","rplS"
"55S ribosome, mitochondrial","rplL"
"55S ribosome, mitochondrial","rpsE"
"55S ribosome, mitochondrial","rpsK"
"55S ribosome, mitochondrial","rpsO"
"55S ribosome, mitochondrial","rpsF"
"55S ribosome, mitochondrial","rpsI"
"55S ribosome, mitochondrial","rplB"
"55S ribosome, mitochondrial","rplX"
"55S ribosome, mitochondrial","rplT"
"55S ribosome, mitochondrial","rplM"
"55S ribosome, mitochondrial","rplI"
"55S ribosome, mitochondrial","rplD"
"55S ribosome, mitochondrial","rplA"
"55S ribosome, mitochondrial","rplQ"
"55S ribosome, mitochondrial","rplV"
"55S ribosome, mitochondrial","rplP"
"55S ribosome, mitochondrial","rplO"
"55S ribosome, mitochondrial","rpmA"
"55S ribosome, mitochondrial","rpsG"
"55S ribosome, mitochondrial","rpsB"
"55S ribosome, mitochondrial","rplK"
"55S ribosome, mitochondrial","rpsP"
"39S ribosomal subunit, mitochondrial","rplC"
"39S ribosomal subunit, mitochondrial","rplS"
"39S ribosomal subunit, mitochondrial","rplL"
"39S ribosomal subunit, mitochondrial","rplB"
"39S ribosomal subunit, mitochondrial","rplX"
"39S ribosomal subunit, mitochondrial","rplT"
"39S ribosomal subunit, mitochondrial","rplM"
"39S ribosomal subunit, mitochondrial","rplI"
"39S ribosomal subunit, mitochondrial","rplD"
"39S ribosomal subunit, mitochondrial","rplA"
"39S ribosomal subunit, mitochondrial","rplQ"
"39S ribosomal subunit, mitochondrial","rplV"
"39S ribosomal subunit, mitochondrial","rplP"
"39S ribosomal subunit, mitochondrial","rplO"
"39S ribosomal subunit, mitochondrial","rpmA"
"39S ribosomal subunit, mitochondrial","rplK"
"40S ribosomal subunit, cytoplasmic","rpsD"
"40S ribosomal subunit, cytoplasmic","rpsJ"
"40S ribosomal subunit, cytoplasmic","rpsM"
"40S ribosomal subunit, cytoplasmic","rpsQ"
"40S ribosomal subunit, cytoplasmic","rpsS"
"DNA ligase IV-XRCC4-PNK complex","gmhB"
"Spliceosome","deaD"
"Spliceosome","thiD"
"Spliceosome","ppiB"
"Spliceosome","ppiA"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","gmhB"
"MSH2-MSH6-PMS2-MLH1 complex","mutL"
"MSH2-MSH6-PMS1-MLH1 complex","mutL"
"PCNA-MutS-alpha-MutL-alpha-DNA complex","mutL"
"MutL-alpha complex","mutL"
"MutL-beta complex","mutL"
"Succinyl-CoA synthetase, GDP-forming","sucD"
"Succinyl-CoA synthetase, ADP-forming","sucD"
"Succinyl-CoA synthetase, ADP-forming","sucC"
"Respiratory chain complex I, mitochondrial","nuoH"
"Respiratory chain complex I, mitochondrial","nuoA"
"Respiratory chain complex I, mitochondrial","nuoK"
"Respiratory chain complex I, mitochondrial","hyfD"
"Respiratory chain complex I, mitochondrial","nuoG"
"Respiratory chain complex I, mitochondrial","nuoF"
"Respiratory chain complex I, mitochondrial","ybjT"
"Respiratory chain complex I, mitochondrial","nuoB"
"Respiratory chain complex I, mitochondrial","acpP"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","nuoG"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","nuoF"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","ybjT"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","nuoB"
"Respiratory chain complex I (subcomplex I alpha), mitochondrial","acpP"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","nuoG"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","nuoF"
"Respiratory chain complex I (subcomplex I lambda), mitochondrial","nuoB"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","hyfD"
"Respiratory chain complex I (subcomplex I beta), mitochondrial","acpP"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","cyoA"
"EXO1-MLH1-PMS2 complex","mutL"
"EXO1-MLH1-PCNA complex","mutL"
"BASC complex (BRCA1-associated genome surveillance complex)","mutL"
"Cytochrome c oxidase, mitochondrial","cyoC"
"Cytochrome c oxidase, mitochondrial","cyoA"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","cyoA"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","cyoC"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoH"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoA"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoK"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","hyfD"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoG"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoF"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","ybjT"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","nuoB"
"Respiratory chain supercomplex (complex I, III, IV), mitochondrial, heart","acpP"
"AGPS-GNPAT complex","ygcU"
"AGPS-GNPAT complex","plsB"
"Exosome","rnd"
"FCP1-associated protein complex","rpoB"
"mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)","rnd"
"RC complex (Replication competent complex)","polB"
"RC complex during S-phase of cell cycle","polB"
"RC complex during G2/M-phase of cell cycle","polB"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","pdxY"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","pdxY"
"Frataxin complex","groL"
"DNA polymerase alpha-primase complex","polB"
"DNA synthesome complex (17 subunits)","polB"
"snRNP-free U1A (SF-A) complex","deaD"
"snRNP-free U1A (SF-A) complex","thiD"
"Integrator-RNAPII complex","rpoB"
"C complex spliceosome","deaD"
"C complex spliceosome","thiD"
"C complex spliceosome","ppiB"
"C complex spliceosome","ppiA"
"Menin-associated histone methyltransferase complex","rpoB"
"Large Drosha complex","deaD"
"Large Drosha complex","thiD"
"Large Drosha complex","rnc"
"Elongator holo complex","yhcC"
"RNA polymerase II (RNAPII)","rpoB"
"BRCA1-core RNA polymerase II complex","rpoB"
"17S U2 snRNP","groL"
"RPAP1-RPB2-RPB3 complex","rpoB"
"BRCA1-BARD1-BACH1-DNA damage complex I","mutL"
"BRCA1-RNA polymerase II complex","rpoB"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","nuoB"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","nuoH"
"Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial","ybjT"
"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial","nuoH"
"Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial","nuoA"
"Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial","ybjT"
"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","nuoH"
"Respiratory chain complex I (intermediate IV/310kD), mitochondrial","ybjT"
"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","nuoH"
"Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial","ybjT"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","nuoB"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","nuoH"
"Respiratory chain complex I (intermediate VII/650kD), mitochondrial","ybjT"
"Respiratory chain complex I (intermediate), mitochondrial","nuoB"
"Respiratory chain complex I (intermediate), mitochondrial","nuoH"
"Respiratory chain complex I (intermediate), mitochondrial","ybjT"
"Respiratory chain complex I (intermediate II/230kD), mitochondrial","nuoB"
"Respiratory chain complex I (beta subunit) mitochondrial","acpP"
"Respiratory chain complex I (beta subunit) mitochondrial","hyfD"
"Respiratory chain complex I (gamma subunit) mitochondrial","nuoH"
"Respiratory chain complex I (gamma subunit) mitochondrial","nuoA"
"Respiratory chain complex I (gamma subunit) mitochondrial","nuoK"
"Respiratory chain complex I (gamma subunit) mitochondrial","ybjT"
"Respiratory chain complex I (lambda subunit) mitochondrial","nuoB"
"Respiratory chain complex I (lambda subunit) mitochondrial","nuoG"
"Respiratory chain complex I (lambda subunit) mitochondrial","nuoF"
"Respiratory chain complex I (incomplete gamma subunit) mitochondrial","nuoH"
"Respiratory chain complex I (incomplete gamma subunit) mitochondrial","nuoA"
"Respiratory chain complex I (incomplete gamma subunit) mitochondrial","nuoK"
"Ecsit complex (ECSIT, MT-CO2, GAPDH, TRAF6, NDUFAF1)","cyoA"
"Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)","cyoA"
"Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)","nuoH"
"Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial","nuoH"
"Respiratory chain complex I (incomplete intermediate), mitochondrial","nuoB"
"Respiratory chain complex I (incomplete intermediate), mitochondrial","nuoG"
"Respiratory chain complex I (incomplete intermediate), mitochondrial","nuoF"
"Respiratory chain complex I (incomplete intermediate), mitochondrial","ybjT"
"Respiratory chain complex I (nuclear encoded subunits), mitochondrial","nuoG"
"Respiratory chain complex I (nuclear encoded subunits), mitochondrial","nuoF"
"Respiratory chain complex I (nuclear encoded subunits), mitochondrial","ybjT"
"Respiratory chain complex I (nuclear encoded subunits), mitochondrial","nuoB"
"Respiratory chain complex I (nuclear encoded subunits), mitochondrial","acpP"
"Multisynthetase complex","glnS"
"Multisynthetase complex","argS"
"Multisynthetase complex","metG"
"Multisynthetase complex","ygjH"
"Parvulin-associated pre-rRNP complex","rpsD"
"Nop56p-associated pre-rRNA complex","rplF"
"Nop56p-associated pre-rRNA complex","rplR"
"Nop56p-associated pre-rRNA complex","rpsD"
"Nop56p-associated pre-rRNA complex","rpsM"
"Nop56p-associated pre-rRNA complex","rpsQ"
"Nop56p-associated pre-rRNA complex","rplN"
"Nop56p-associated pre-rRNA complex","rpsS"
"Nop56p-associated pre-rRNA complex","rplE"
"Nop56p-associated pre-rRNA complex","acnA"
"Microprocessor complex","rnc"
"DGCR8 multiprotein complex","deaD"
"DGCR8 multiprotein complex","thiD"
"ClpP complex, heptameric","clpP"
"ClpXP complex","clpX"
"ClpXP complex","clpP"
"TNF-alpha/NF-kappa B signaling complex 5","infB"
"XRCC1-LIG3-PNK-TDP1 complex","gmhB"
"TNF-alpha/NF-kappa B signaling complex 6","rpsQ"
"TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)","rplE"
"MIB complex","bamA"
"DDX27-PeBoW complex","srmB"
"Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex","acnA"
"SPG33-SURF4 complex","yqjG"
"TNFR2 signaling complex","pepP"
"TTR-RBP complex","hiuH"
"Isocitrate dehydrogenase [NAD], mitochondrial","dmlA"
"HSPA9-GRPEL1-GRPEL2 complex","grpE"
"GRPEL1-GRPEL2 complex","grpE"
"HSPA9-GRPEL1 complex","grpE"
"HSPA9-GRPEL1-GRPEL2-TIMM44 complex","grpE"
"Methionine adenosyltransferase alpha2 beta-v1","rfbD"
"Methionine adenosyltransferase alpha1 beta-v1","rfbD"
"3-Hydroxyacyl CoA dehydrogenase","fadJ"
"3-Hydroxyacyl CoA dehydrogenase","fadI"
"KAT2A-Oxoglutarate dehydrogenase complex","sucB"
"CTNNB1-DDX5-HDGF complex","deaD"
"CTNNB1-DDX5-HDGF complex","thiD"
"HINT1-TIP60 complex","hinT"
"HINT1-UBC3-RBX1 complex","hinT"
"HINT1-SP1 complex","hinT"
