"complex","target"
"BLOC-3 (biogenesis of lysosome-related organelles complex 3)","W4ZC95"
"BLOC-2 (biogenesis of lysosome-related organelles complex 2)","W4XYC5"
"BLOC-2 (biogenesis of lysosome-related organelles complex 2)","W4YTZ8"
"MUS81-CDS1 complex","W4XV87"
"NCOR complex","W4XGF2"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","W4Z5M9"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","W4Z6K3"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","W4Z594"
"BLOC-1 (biogenesis of lysosome-related organelles complex 1)","W4XLK5"
"Bestrophin-protein phosphatase 2A complex","W4ZIN1"
"Arp2/3 protein complex","W4YNX5"
"Arp2/3 protein complex","W4YRD6"
"Arp2/3 protein complex","W4YSD0"
"Modulator","W4XFS1"
"Modulator","W4XCS9"
"Modulator","W4XKC0"
"PA700 complex","W4ZKD8"
"PA700 complex","W4XCZ2"
"PA700 complex","W4XCS9"
"PA700 complex","W4ZL39"
"PA700 complex","W4YQM5"
"PA700 complex","W4XKC0"
"PA700 complex","W4Z945"
"PA700 complex","W4YK86"
"PA700 complex","W4YGT0"
"PA700 complex","A0A0B4J2W7"
"PA700 complex","W4XW63"
"PA700 complex","W4XFS1"
"PA700 complex","W4YS12"
"PA700 complex","W4Y9D6"
"PA700 complex","W4XZ74"
"PA700 complex","W4XBL1"
"DNMT3B complex","W4Z8S2"
"DNMT3B complex","W4YCY9"
"RAB5-RABAPTIN5\u2013RABEX5 complex","W4XKB8"
"SIN3 complex","W4XN79"
"HDAC4-ERK1 complex","W4YLF1"
"SMRT complex","W4XGF2"
"AP3 adaptor complex","W4XI46"
"TRAP complex","W4XUT2"
"TRAP complex","W4Y9C4"
"TRAP complex","W4XA58"
"AP4 adaptor complex","W4XGK3"
"AP4 adaptor complex","W4YIF4"
"AP4 adaptor complex","W4YPR4"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","W4XVV5"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","W4Z8N3"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","W4YU96"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","W4XHR1"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","W4XVV5"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","W4Z8N3"
"NUMAC complex (nucleosomal methylation activator complex)","W4YCU9"
"NUMAC complex (nucleosomal methylation activator complex)","W4ZBP9"
"NUMAC complex (nucleosomal methylation activator complex)","W4Y0R0"
"NUMAC complex (nucleosomal methylation activator complex)","W4XWC4"
"Nup 107-160 subcomplex","W4Z4D9"
"Nup 107-160 subcomplex","W4Y0J4"
