"complex","target"
"MUS81-CDS1 complex","PODANS_1_9830"
"Arp2/3 protein complex","PODANS_1_17600"
"Arp2/3 protein complex","PODANS_5_2810"
"Arp2/3 protein complex","PODANS_2_13930"
"Modulator","PODANS_1_18240"
"Modulator","PODANS_6_860"
"PA700 complex","PODANS_3_8020"
"PA700 complex","PODANS_1_17030"
"PA700 complex","PODANS_5_9500"
"PA700 complex","PODANS_6_860"
"PA700 complex","PODANS_1_8020"
"PA700 complex","PODANS_5_9250"
"PA700 complex","PODANS_5_6290"
"PA700 complex","PODANS_2_4690"
"PA700 complex","PODANS_6_11440"
"PA700 complex","PODANS_1_18240"
"PA700 complex","PODANS_6_3150"
"PA700 complex","PODANS_4_6730"
"PA700 complex","PODANS_5_11590"
"PA700 complex","PODANS_5_6000"
"DNMT3B complex","PODANS_5_8760"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PODANS_7_8750"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PODANS_7_7420"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PODANS_1_23890"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","PODANS_7_8750"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","PODANS_7_7420"
"NUMAC complex (nucleosomal methylation activator complex)","PODANS_2_12370"
"Nup 107-160 subcomplex","PODANS_4_7300"
"Nup 107-160 subcomplex","PODANS_1_12600"
"Nup 107-160 subcomplex","PODANS_4_2490"
"Anaphase-promoting complex","PODANS_7_2560"
"Anaphase-promoting complex","PODANS_2_10630"
"Anaphase-promoting complex","PODANS_1_20560"
"Anaphase-promoting complex","PODANS_1_18830"
"Ku antigen-NARG1 complex","PODANS_6_6180"
"Ku antigen-NARG1 complex","PODANS_7_9250"
"Anaphase-promoting complex","PODANS_6_11820"
"RNA polymerase II holoenzyme complex","PODANS_1_17720"
"RNA polymerase II holoenzyme complex","PODANS_6_5400"
"RNA polymerase II holoenzyme complex","PODANS_3_9390"
"RNA polymerase II holoenzyme complex","PODANS_3_3870"
"RNA polymerase II holoenzyme complex","PODANS_7_9980"
"RNA polymerase II holoenzyme complex","PODANS_4_8810"
"RNA polymerase II holoenzyme complex","PODANS_4_1700"
"RNA polymerase II holoenzyme complex","PODANS_6_5570"
"RNA polymerase II holoenzyme complex","PODANS_3_4620"
"RNA polymerase II holoenzyme complex","PODANS_7_3840"
"RNA polymerase II holoenzyme complex","PODANS_6_7080"
"RNA polymerase II holoenzyme complex","PODANS_1_16720"
"RNA polymerase II holoenzyme complex","PODANS_1_2560"
"RNA polymerase II holoenzyme complex","PODANS_6_8980"
"RNA polymerase II holoenzyme complex","PODANS_3_7420"
"RNA polymerase II core complex","PODANS_3_9390"
"RNA polymerase II core complex","PODANS_3_3870"
"RNA polymerase II core complex","PODANS_4_1700"
"RNA polymerase II core complex","PODANS_7_3840"
"RNA polymerase II core complex","PODANS_6_7080"
"RNA polymerase II core complex","PODANS_1_16720"
"RNA polymerase II core complex","PODANS_1_2560"
"TFIIH transcription factor complex","PODANS_6_5400"
"TFIIH transcription factor complex","PODANS_7_9980"
"TFIIH transcription factor complex","PODANS_6_5570"
"TFIIH transcription factor complex","PODANS_2_5940"
"TFIIH transcription factor complex","PODANS_3_7420"
"Prefoldin complex","PODANS_5_12970"
"Prefoldin complex","PODANS_1_18480"
"Prefoldin complex","PODANS_6_4850"
"Prefoldin complex","PODANS_1_7330"
"GPI-GnT activity complex","PODANS_3_10080"
"GPI-GnT activity complex","PODANS_1_17510"
"GPI-GnT activity complex","PODANS_5_9170"
"Rnase/Mrp complex","PODANS_6_1740"
"Rnase/Mrp complex","PODANS_1_18920"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_6_6680"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_4_6440"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_3_8280"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_7_7200"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_5_4350"
"CCT complex (chaperonin containing TCP1 complex)","PODANS_5_3250"
"NDC80 kinetochore complex","PODANS_4_8920"
"NDC80 kinetochore complex","PODANS_6_8720"
"NDC80 kinetochore complex","PODANS_3_8940"
"CCT-Prefoldin complex","PODANS_5_12970"
"CCT-Prefoldin complex","PODANS_5_3250"
