"complex","target"
"Arp2/3 protein complex","PKH_030470"
"Modulator","PKH_140490"
"Modulator","PKH_082360"
"Modulator","PKH_092800"
"PA700 complex","PKH_134470"
"PA700 complex","PKH_060200"
"PA700 complex","PKH_082360"
"PA700 complex","PKH_110240"
"PA700 complex","PKH_121570"
"PA700 complex","PKH_092800"
"PA700 complex","PKH_141040"
"PA700 complex","PKH_051730"
"PA700 complex","PKH_082770"
"PA700 complex","PKH_080720"
"PA700 complex","PKH_146620"
"PA700 complex","PKH_140490"
"PA700 complex","PKH_041390"
"PA700 complex","PKH_092700"
"PA700 complex","PKH_123930"
"PA700 complex","PKH_061480"
"DNMT3B complex","PKH_141770"
"DNMT3B complex","PKH_102380"
"SIN3 complex","PKH_010960"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PKH_110350"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","PKH_110350"
"Nup 107-160 subcomplex","PKH_144760"
"Anaphase-promoting complex","PKH_103180"
"Anaphase-promoting complex","PKH_143470"
"RNA polymerase II holoenzyme complex","PKH_073220"
"RNA polymerase II holoenzyme complex","PKH_072020"
"RNA polymerase II holoenzyme complex","PKH_110590"
"RNA polymerase II holoenzyme complex","PKH_062190"
"RNA polymerase II holoenzyme complex","PKH_040430"
"RNA polymerase II holoenzyme complex","PKH_020320"
"RNA polymerase II holoenzyme complex","PKH_143100"
"RNA polymerase II holoenzyme complex","PKH_083690"
"RNA polymerase II holoenzyme complex","PKH_061170"
"RNA polymerase II holoenzyme complex","PKH_010620"
"RNA polymerase II holoenzyme complex","PKH_020280"
"RNA polymerase II holoenzyme complex","PKH_111760"
"RNA polymerase II holoenzyme complex","PKH_146130"
"RNA polymerase II core complex","PKH_072020"
"RNA polymerase II core complex","PKH_110590"
"RNA polymerase II core complex","PKH_040430"
"RNA polymerase II core complex","PKH_020320"
"RNA polymerase II core complex","PKH_143100"
"RNA polymerase II core complex","PKH_083690"
"RNA polymerase II core complex","PKH_061170"
"RNA polymerase II core complex","PKH_010620"
"TFIIH transcription factor complex","PKH_073220"
"TFIIH transcription factor complex","PKH_062190"
"TFIIH transcription factor complex","PKH_111760"
"TFIIH transcription factor complex","PKH_146130"
"Prefoldin complex","PKH_092600"
"GPI-GnT activity complex","PKH_061680"
"GPI-GnT activity complex","PKH_113050"
"Rnase/Mrp complex","PKH_112140"
"Rnase/Mrp complex","PKH_010770"
"CCT complex (chaperonin containing TCP1 complex)","PKH_082070"
"CCT complex (chaperonin containing TCP1 complex)","PKH_144620"
"CCT complex (chaperonin containing TCP1 complex)","PKH_111320"
"CCT complex (chaperonin containing TCP1 complex)","PKH_083310"
"CCT complex (chaperonin containing TCP1 complex)","PKH_083180"
"CCT-Prefoldin complex","PKH_083180"
"CCT-Prefoldin complex","PKH_111320"
"CCT-Prefoldin complex","PKH_144620"
"CCT-Prefoldin complex","PKH_082070"
"CCT-Prefoldin complex","PKH_083310"
"CCT-Prefoldin complex","PKH_092600"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PKH_083180"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PKH_111320"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PKH_144620"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PKH_082070"
"CCT complex (chaperonin containing TCP1 complex), testis specific","PKH_083310"
"Condensin I-PARP-1-XRCC1 complex","PKH_141770"
"Condensin I-PARP-1-XRCC1 complex","PKH_134380"
"Condensin I-PARP-1-XRCC1 complex","PKH_102380"
"Condensin II","PKH_141770"
"Condensin II","PKH_093350"
"Condensin II","PKH_125810"
"Condensin II","PKH_102380"
"COG complex","PKH_113320"
"Cohesin-SA1 complex","PKH_051770"
"Cohesin-SA2 complex","PKH_051770"
"MRN complex (MRE11-RAD50-NBN complex)","PKH_114340"
