"complex","target"
"Arp2/3 protein complex","PBANKA_1007500"
"Modulator","PBANKA_1404900"
"Modulator","PBANKA_0807400"
"Modulator","PBANKA_0917900"
"PA700 complex","PBANKA_1039600"
"PA700 complex","PBANKA_0502200"
"PA700 complex","PBANKA_0807400"
"PA700 complex","PBANKA_1351800"
"PA700 complex","PBANKA_0917900"
"PA700 complex","PBANKA_1410000"
"PA700 complex","PBANKA_0715600"
"PA700 complex","PBANKA_0410300"
"PA700 complex","PBANKA_1206600"
"PA700 complex","PBANKA_1461800"
"PA700 complex","PBANKA_1404900"
"PA700 complex","PBANKA_0303600"
"PA700 complex","PBANKA_0919000"
"PA700 complex","PBANKA_1329700"
"PA700 complex","PBANKA_0514500"
"DNMT3B complex","PBANKA_1416900"
"DNMT3B complex","PBANKA_1108700"
"SIN3 complex","PBANKA_1222000"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","PBANKA_1142900"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","PBANKA_1142900"
"Nup 107-160 subcomplex","PBANKA_1445400"
"Anaphase-promoting complex","PBANKA_1101500"
"Anaphase-promoting complex","PBANKA_1433200"
"RNA polymerase II holoenzyme complex","PBANKA_0834900"
"RNA polymerase II holoenzyme complex","PBANKA_0823900"
"RNA polymerase II holoenzyme complex","PBANKA_1140600"
"RNA polymerase II holoenzyme complex","PBANKA_0520500"
"RNA polymerase II holoenzyme complex","PBANKA_0312400"
"RNA polymerase II holoenzyme complex","PBANKA_0203300"
"RNA polymerase II holoenzyme complex","PBANKA_1429500"
"RNA polymerase II holoenzyme complex","PBANKA_0401900"
"RNA polymerase II holoenzyme complex","PBANKA_0511500"
"RNA polymerase II holoenzyme complex","PBANKA_0805400"
"RNA polymerase II holoenzyme complex","PBANKA_0202900"
"RNA polymerase II holoenzyme complex","PBANKA_1130100"
"RNA polymerase II holoenzyme complex","PBANKA_1457500"
"RNA polymerase II core complex","PBANKA_0823900"
"RNA polymerase II core complex","PBANKA_1140600"
