"complex","target"
"MUS81-CDS1 complex","CTHT_0052750"
"Arp2/3 protein complex","CTHT_0003440"
"Arp2/3 protein complex","CTHT_0020780"
"Arp2/3 protein complex","CTHT_0041870"
"Modulator","CTHT_0003750"
"Modulator","CTHT_0053980"
"Modulator","CTHT_0034780"
"PA700 complex","CTHT_0005900"
"PA700 complex","CTHT_0014020"
"PA700 complex","CTHT_0053980"
"PA700 complex","CTHT_0016490"
"PA700 complex","CTHT_0034780"
"PA700 complex","CTHT_0054470"
"PA700 complex","CTHT_0016320"
"PA700 complex","CTHT_0049010"
"PA700 complex","CTHT_0068820"
"PA700 complex","CTHT_0007690"
"PA700 complex","CTHT_0003750"
"PA700 complex","CTHT_0033320"
"PA700 complex","CTHT_0044010"
"PA700 complex","CTHT_0018170"
"PA700 complex","CTHT_0048730"
"DNMT3B complex","CTHT_0033000"
"DNMT3B complex","CTHT_0017120"
"AP3 adaptor complex","CTHT_0066690"
"TRAP complex","CTHT_0057660"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","CTHT_0023610"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","CTHT_0027110"
"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)","CTHT_0039150"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","CTHT_0023610"
"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)","CTHT_0027110"
"NUMAC complex (nucleosomal methylation activator complex)","CTHT_0062760"
"Nup 107-160 subcomplex","SEC13"
"Nup 107-160 subcomplex","NUP84"
"Nup 107-160 subcomplex","NUP133"
"Anaphase-promoting complex","CTHT_0022660"
"Anaphase-promoting complex","CTHT_0029320"
"Anaphase-promoting complex","CTHT_0020110"
"Anaphase-promoting complex","CTHT_0028570"
"Anaphase-promoting complex","CTHT_0003290"
"Ku antigen-NARG1 complex","CTHT_0032510"
"Ku antigen-NARG1 complex","CTHT_0025310"
"Anaphase-promoting complex","CTHT_0007590"
"RNA polymerase II holoenzyme complex","CTHT_0010170"
"RNA polymerase II holoenzyme complex","CTHT_0003460"
"RNA polymerase II holoenzyme complex","CTHT_0002930"
"RNA polymerase II holoenzyme complex","CTHT_0016050"
"RNA polymerase II holoenzyme complex","CTHT_0030140"
"RNA polymerase II holoenzyme complex","CTHT_0069870"
"RNA polymerase II holoenzyme complex","CTHT_0066340"
"RNA polymerase II holoenzyme complex","CTHT_0041450"
"RNA polymerase II holoenzyme complex","CTHT_0045510"
